real12,pred12,real3,pred3
69.25,68.91937,68.75,68.83373
68.77778,68.81435,68.625,68.7175
68.0,68.866615,68.111115,68.79288
68.111115,68.86236,68.5,68.79391
61.444443,68.8611,68.0,68.81338
69.125,68.804634,69.5,68.749954
69.0,68.7581,69.0,68.71974
68.666664,68.644714,67.875,68.604225
68.75,68.75188,69.333336,68.726135
68.77778,68.797035,69.25,68.75422
69.375,68.72263,68.77778,68.67691
68.75,68.79566,68.0,68.75491
68.375,68.84646,68.111115,68.796265
69.111115,68.9145,61.444443,68.87088
67.77778,68.80698,69.125,68.74762
68.42857,68.69235,69.0,68.64866
69.375,68.622314,68.666664,68.55787
68.0,68.75535,68.75,68.809135
69.22222,68.765274,68.77778,68.77957
69.625,68.817535,69.375,68.84934
69.111115,68.74582,68.75,68.75168
68.75,68.73489,68.375,68.72382
69.666664,68.83948,69.111115,68.833405
69.625,68.79221,67.77778,68.76821
60.625,68.70807,68.42857,68.688126
69.0,68.747055,69.375,68.73586
68.22222,68.593735,68.0,68.58437
70.0,68.53043,69.22222,68.53411
68.375,68.67526,69.625,68.71354
69.44444,68.569786,69.111115,68.597404
68.75,68.65977,68.75,68.688736
69.25,68.79134,69.666664,68.801476
69.888885,68.86572,69.625,68.857925
69.875,68.83624,60.625,68.83019
68.5,68.91534,69.0,68.90318
69.125,69.0097,68.22222,68.99026
68.0,68.84059,70.0,68.93783
68.875,68.99275,68.375,69.00981
68.333336,68.736,69.44444,68.78009
69.625,69.026215,68.75,69.09041
59.875,68.80642,69.25,68.84889
68.44444,68.86953,69.888885,68.90967
69.5,68.83851,69.875,68.88203
68.875,68.897316,68.5,68.910934
68.55556,69.02954,69.125,69.035355
68.0,69.116394,68.0,69.101494
69.55556,68.98619,68.875,68.95621
68.25,68.94339,68.333336,68.931145
69.375,68.76505,69.625,68.79261
67.5,68.76857,59.875,68.81699
68.55556,68.664314,68.44444,68.72091
69.0,68.76886,69.5,68.82846
68.111115,68.60279,68.875,68.764465
68.75,68.52598,68.55556,68.628395
68.5,68.81832,68.0,68.87517
66.77778,68.80804,69.55556,68.87527
68.75,68.70151,68.25,68.739655
67.666664,68.5179,69.375,68.54617
68.375,68.725174,67.5,68.73747
69.0,68.60218,68.55556,68.59885
69.0,68.72062,69.0,68.722305
68.111115,68.51355,68.111115,68.51726
68.666664,68.53434,68.75,68.53958
68.75,68.60261,68.5,68.5759
67.77778,68.51464,66.77778,68.53601
67.75,68.5816,68.75,68.581856
68.22222,68.55113,67.666664,68.54625
68.25,68.30713,68.375,68.27734
68.0,68.38288,69.0,68.37235
66.25,68.27632,69.0,68.271194
68.333336,68.294365,68.111115,68.29316
68.375,68.43519,68.666664,68.429504
68.375,68.45764,68.75,68.45611
68.375,68.46829,67.77778,68.45893
69.111115,68.47637,67.75,68.46707
67.5,68.48978,68.22222,68.46937
69.125,68.41078,68.25,68.39723
68.875,68.32075,68.0,68.30346
68.44444,68.28188,66.25,68.28713
68.625,68.300026,68.333336,68.33056
65.0,68.25278,68.375,68.28348
68.22222,67.9725,68.375,67.978714
68.875,67.941315,68.375,67.99277
68.5,67.991585,69.111115,68.04612
67.85714,68.01786,67.5,68.07722
61.125,68.084694,69.125,68.12058
68.75,68.18057,68.875,68.2108
68.375,68.078285,68.44444,68.10236
67.875,68.20247,68.625,68.22319
62.22222,68.287285,65.0,68.29021
69.42857,68.285675,68.22222,68.31636
69.22222,68.374275,68.875,68.38801
69.44444,67.82808,68.5,67.856026
68.5,67.94199,67.85714,68.050026
68.0,68.168335,61.125,68.253784
68.666664,68.17198,68.75,68.29266
69.0,68.10831,68.375,68.20735
67.25,67.9522,67.875,68.13693
68.875,67.91977,62.22222,68.17467
66.25,68.03142,69.42857,68.21447
67.333336,67.82192,69.22222,67.99868
68.0,67.675316,69.44444,67.83816
69.25,67.79243,68.5,68.08256
68.333336,68.03658,68.0,68.24611
68.375,68.323555,68.666664,68.49853
68.5,68.344086,69.0,68.47106
68.75,67.94219,67.25,68.17592
69.0,68.19552,68.875,68.312386
67.888885,68.2761,66.25,68.349205
69.125,68.076935,67.333336,68.20957
68.77778,68.161514,68.0,68.24832
69.125,67.85741,69.25,67.99939
67.75,67.55618,68.333336,67.75492
66.25,67.75764,68.375,67.99305
69.125,67.77565,68.5,67.96024
68.333336,67.89337,68.75,68.0808
67.75,67.86702,69.0,68.02675
68.625,67.92347,67.888885,68.085045
66.625,68.0236,69.125,68.16485
68.0,68.21779,68.77778,68.289116
67.375,68.16524,69.125,68.237854
69.333336,68.317276,67.75,68.388
68.0,68.39095,66.25,68.44521
68.5,68.49652,69.125,68.57242
67.55556,68.41732,68.333336,68.54114
69.25,67.927345,67.75,68.14659
69.0,67.967255,68.625,68.171265
67.75,68.10782,66.625,68.2652
68.625,67.92251,68.0,68.13227
67.125,67.96912,67.375,68.22179
67.625,67.62355,69.333336,67.93452
69.111115,67.498726,68.0,67.82051
69.125,67.49339,68.5,67.815575
66.75,67.464165,67.55556,67.77139
55.333332,67.53859,69.25,67.81879
56.375,67.59648,69.0,67.847015
67.375,67.50831,67.75,67.80267
67.888885,67.72698,68.625,68.013245
65.125,67.84003,67.125,68.07087
59.666668,67.77952,67.625,68.024666
51.8,67.92142,69.111115,68.15101
59.875,67.68495,69.125,67.947975
59.0,67.63243,66.75,67.93649
58.125,67.86368,55.333332,68.13604
57.285713,68.00249,56.375,68.247925
55.11111,67.771805,67.375,68.04768
56.5,66.53972,67.888885,67.114204
63.88889,66.53636,65.125,66.60561
63.5,66.87078,59.666668,67.24968
63.0,66.675186,51.8,66.99801
67.75,66.52026,59.875,66.828094
65.75,65.562035,59.0,65.70268
67.0,63.392105,58.125,62.686687
66.666664,63.461025,57.285713,62.779522
65.75,63.07789,55.11111,62.509888
61.5,61.983364,56.5,60.961388
67.22222,61.678463,63.88889,60.721786
69.0,61.015366,63.5,60.209026
64.375,60.98452,63.0,59.76796
67.44444,62.226192,67.75,60.955223
68.125,63.134636,65.75,61.49686
68.888885,63.789368,67.0,62.09239
68.75,65.13471,66.666664,63.202667
67.375,65.69275,65.75,63.948475
68.44444,66.425064,61.5,65.01105
67.75,66.99044,67.22222,65.72044
69.111115,67.00218,69.0,65.94709
68.125,66.38098,64.375,65.20721
67.375,66.61791,67.44444,65.99533
66.875,67.07786,68.125,66.54058
69.333336,67.11713,68.888885,66.71459
66.75,67.25808,68.75,67.02236
67.333336,67.63066,67.375,67.54364
69.25,67.90916,68.44444,67.85736
68.333336,67.902725,67.75,68.026886
69.0,67.96221,69.111115,68.03629
68.375,68.00934,68.125,68.157524
65.0,67.97613,67.375,68.18541
68.44444,68.08215,66.875,68.35355
69.25,67.94196,69.333336,68.374504
68.125,67.26079,66.75,68.05918
67.111115,66.488014,67.333336,67.699036
68.25,67.525314,69.25,68.129745
66.75,67.08826,68.333336,67.79655
69.22222,67.16513,69.0,67.73203
69.25,68.12877,68.375,68.194534
67.111115,68.249306,65.0,68.29562
68.75,68.388,68.44444,68.465546
68.111115,68.33439,69.25,68.43494
69.25,68.21609,68.125,68.00118
68.111115,68.07912,67.111115,68.01305
69.22222,68.26167,68.25,68.351395
69.125,68.45386,66.75,68.35664
68.5,68.18033,69.22222,68.12218
69.125,68.15202,69.25,68.11246
68.77778,67.987564,67.111115,67.9519
69.375,68.273186,68.75,68.25211
67.75,68.453476,68.111115,68.41428
68.666664,68.34497,69.25,68.25028
68.875,68.314926,68.111115,68.26434
68.77778,68.23377,69.22222,68.2021
69.625,68.426125,69.125,68.41867
68.125,68.32373,68.5,68.31859
68.875,68.397385,69.125,68.39487
67.55556,68.54595,68.77778,68.539024
69.333336,68.59255,69.375,68.57605
68.75,68.722374,67.75,68.69526
69.44444,68.75896,68.666664,68.740616
69.875,68.84641,68.875,68.82631
69.55556,68.629105,68.77778,68.581406
68.875,68.64714,69.625,68.6109
66.75,68.69897,68.125,68.67268
66.75,68.68552,68.875,68.676636
66.888885,68.85819,67.55556,68.84964
68.25,68.70823,69.333336,68.69283
68.125,68.75199,68.75,68.7191
68.5,68.54814,69.44444,68.4905
68.111115,68.678505,69.875,68.65012
69.333336,68.69832,69.55556,68.6651
59.5,68.783394,68.875,68.7606
68.625,68.93292,66.75,68.91075
68.875,69.07274,66.75,69.03418
69.0,69.08358,66.888885,69.032295
69.44444,68.7903,68.25,68.66037
69.14286,68.47541,68.125,68.31848
67.375,68.17961,68.5,68.05761
67.111115,68.16617,68.111115,68.12212
68.666664,68.122116,69.333336,68.135994
69.125,68.15492,59.5,68.223175
69.0,68.12762,68.625,68.16299
68.75,68.33919,68.875,68.38833
69.0,68.15355,69.0,68.12797
69.22222,68.07707,69.44444,68.0753
69.125,68.27345,69.14286,68.298965
69.375,68.34645,67.375,68.33292
68.888885,68.68799,67.111115,68.65865
66.77778,68.83242,68.666664,68.7606
69.0,68.65862,69.125,68.575836
68.375,68.4071,69.0,68.30867
68.375,68.49709,68.75,68.45725
68.375,68.66959,69.0,68.63925
68.125,68.717224,69.22222,68.69586
68.333336,68.692894,69.125,68.64929
68.875,68.80133,69.375,68.74545
68.55556,68.90046,68.888885,68.84722
69.0,68.96231,66.77778,68.89046
69.77778,69.04674,69.0,68.95968
68.5,69.03915,68.375,68.92942
68.333336,68.77875,68.375,68.6114
68.25,68.75286,68.375,68.65918
68.25,68.79519,68.125,68.71539
68.875,68.70374,68.333336,68.65828
70.0,68.69619,68.875,68.63919
0.0,68.58823,68.55556,68.5352
0.0,68.540634,69.0,68.50682
0.0,68.60115,69.77778,68.56178
0.0,68.59962,68.5,68.53635
0.0,68.66866,68.333336,68.58929
0.0,68.86098,68.25,68.769966
0.0,68.85031,68.25,68.73654
0.0,68.84824,68.875,68.73044
0.0,68.78858,70.0,68.66706
0.0,68.73113,0.0,68.62996
0.0,68.757095,0.0,68.67356
0.0,68.95673,0.0,68.89465
0.0,67.66843,0.0,67.978355
0.0,67.7677,0.0,67.659676
0.0,66.97913,0.0,66.60505
0.0,67.60056,0.0,67.131096
0.0,67.05478,0.0,66.575226
0.0,67.075195,0.0,66.28148
0.0,66.44597,0.0,65.69534
0.0,66.16369,0.0,65.3588
0.0,66.03218,0.0,65.207214
0.0,65.65962,0.0,64.92267
0.0,63.821022,0.0,63.30487
0.0,62.282543,0.0,61.906574
0.0,62.26949,0.0,61.878548
0.0,62.25639,0.0,61.84989
0.0,62.243134,0.0,61.820896
68.666664,62.229618,0.0,61.791405
68.375,62.21574,0.0,61.761284
67.875,62.201397,0.0,61.730385
68.666664,62.18303,0.0,61.68051
68.25,62.160084,0.0,61.60909
68.666664,62.136253,0.0,61.53549
69.25,62.110447,0.0,61.45791
69.0,62.081707,0.0,61.373978
68.5,62.052498,0.0,61.288036
69.111115,62.02276,68.666664,61.199593
67.625,61.97819,68.375,61.078712
69.22222,61.912033,67.875,60.953873
69.25,66.95053,68.666664,67.11033
69.44444,68.02389,68.25,68.135864
69.375,68.00436,68.666664,68.076935
69.666664,68.25687,69.25,68.206795
68.875,68.24183,69.0,68.23334
69.125,68.36131,68.5,68.35101
69.625,68.50696,69.111115,68.4913
69.111115,68.6268,67.625,68.59575
69.625,68.65672,69.22222,68.62015
68.888885,68.74978,69.25,68.71202
68.625,68.64982,69.44444,68.592026
69.25,68.76799,69.375,68.73425
69.5,68.83889,69.666664,68.788246
69.55556,68.95105,68.875,68.915634
68.666664,69.04724,69.125,69.01133
69.25,69.1465,69.625,69.10619
68.75,69.13361,69.111115,69.093056
69.44444,69.14988,69.625,69.10736
69.0,69.20424,68.888885,69.15774
67.875,69.172424,68.625,69.13197
69.22222,69.25632,69.25,69.22233
68.625,69.16642,69.5,69.13936
68.25,69.086525,69.55556,69.082954
69.55556,69.08233,68.666664,69.09207
68.875,69.10748,69.25,69.11288
68.55556,69.15898,68.75,69.157104
67.5,69.056366,69.44444,69.060715
59.75,69.04696,69.0,69.05651
67.625,68.965645,67.875,68.98907
69.22222,69.015495,69.22222,69.035995
69.375,68.965775,68.625,68.988174
68.111115,68.78763,68.25,68.80575
69.25,68.789444,69.55556,68.82927
69.55556,68.71719,68.875,68.77115
69.5,68.64551,68.55556,68.69142
68.44444,68.74913,67.5,68.80414
68.125,68.71479,59.75,68.75873
67.5,68.674995,67.625,68.71163
68.22222,68.47225,69.22222,68.49358
69.375,68.29627,69.375,68.2273
68.77778,68.190674,68.111115,68.21824
67.71429,68.339294,69.25,68.43192
69.333336,68.573456,69.55556,68.64725
68.25,68.42651,69.5,68.47966
68.125,68.54962,68.44444,68.57793
68.25,68.73221,68.125,68.734665
68.5,68.82057,67.5,68.80441
67.75,68.739746,68.22222,68.71603
67.666664,68.630394,69.375,68.61673
68.125,68.45589,68.77778,68.44195
67.111115,68.380005,67.71429,68.37592
66.875,68.5482,69.333336,68.58867
67.77778,68.55881,68.25,68.6185
68.875,68.427826,68.125,68.46266
67.666664,68.57742,68.25,68.59486
67.875,68.503555,68.5,68.534134
67.55556,68.46804,67.75,68.46742
67.125,68.41695,67.666664,68.39462
58.625,68.39122,68.125,68.37364
58.42857,68.30298,67.111115,68.288734
68.833336,68.211426,66.875,68.18788
68.55556,68.19853,67.77778,68.19618
68.0,68.033676,68.875,68.02578
69.0,67.89832,67.666664,67.8087
68.125,67.83461,67.875,67.81437
68.55556,68.03825,67.55556,68.03945
68.71429,67.99063,67.125,67.97656
68.888885,67.992256,58.625,67.9554
68.25,67.93109,58.42857,67.88565
69.22222,67.809326,68.833336,67.77
68.888885,67.4076,68.55556,67.503876
68.125,67.16471,68.0,66.759
68.666664,67.52993,69.0,67.69432
69.125,67.96327,68.125,68.08579
69.111115,67.739,68.55556,67.842
67.75,68.33416,68.71429,68.44488
68.55556,68.29208,68.888885,68.35934
65.28571,68.11393,68.25,68.17439
67.0,68.29001,69.22222,68.29513
67.5,68.4469,68.888885,68.42868
69.375,68.386284,68.125,68.37102
65.875,68.475296,68.666664,68.475296
68.25,68.55533,69.125,68.544395
65.75,68.54728,69.111115,68.556435
68.75,68.5627,67.75,68.56649
68.333336,68.62332,68.55556,68.62811
68.625,68.70034,65.28571,68.71421
68.125,68.52627,67.0,68.54275
67.125,68.51479,67.5,68.54274
65.375,67.95846,69.375,67.99573
65.625,67.72594,65.875,67.89963
69.333336,67.69306,68.25,67.875244
69.44444,67.934,65.75,68.10804
66.25,67.42638,68.75,67.668304
68.22222,67.40578,68.333336,67.66932
67.875,67.051384,68.625,67.35825
67.5,67.09711,68.125,67.45293
67.125,67.322014,67.125,67.53152
68.77778,67.37936,65.375,67.5386
68.625,67.62637,65.625,67.74483
65.75,67.39563,69.333336,67.65169
66.375,66.94321,69.44444,67.4971
68.333336,66.43271,66.25,67.013824
64.75,66.770905,68.22222,67.12352
67.77778,67.09139,67.875,67.32048
68.0,66.852295,67.5,67.16852
66.333336,66.94314,67.125,67.2022
63.375,67.135864,68.77778,67.40825
67.75,66.95209,68.625,67.30583
69.0,66.97696,65.75,67.21593
68.5,67.18641,66.375,67.34525
67.22222,67.500755,68.333336,67.631836
69.25,67.191864,64.75,67.36644
59.444443,66.93733,67.77778,67.24771
66.625,67.19494,68.0,67.46373
67.375,66.57546,66.333336,67.08202
67.22222,66.540764,63.375,66.9629
66.875,66.847664,67.75,67.243095
65.0,66.4317,69.0,66.91196
65.75,65.81266,68.5,66.618805
68.25,65.80937,67.22222,66.4241
68.5,66.17427,69.25,66.642334
66.888885,66.41243,59.444443,66.74931
68.25,66.51865,66.625,66.7911
61.88889,66.86829,67.375,67.179405
65.75,66.4015,67.22222,66.98967
67.5,66.50362,66.875,66.74921
63.25,66.47836,65.0,66.84944
67.333336,66.37907,65.75,66.76342
69.125,66.428116,68.25,66.873436
62.0,65.98098,68.5,66.62249
66.25,65.73424,66.888885,66.52977
64.0,65.90468,68.25,66.56668
65.44444,66.0678,61.88889,66.511696
65.666664,66.15314,65.75,66.54736
66.375,66.40419,67.5,66.73188
67.25,65.55677,63.25,65.96965
54.375,65.62865,67.333336,66.11064
62.11111,65.90057,69.125,66.28787
62.75,65.0129,62.0,65.66713
59.11111,65.37625,66.25,65.884575
62.77778,65.95388,64.0,66.36804
61.42857,65.66478,65.44444,66.18361
68.333336,65.68464,65.666664,66.07631
65.111115,65.13252,66.375,65.66835
66.125,65.0799,67.25,65.440125
67.0,65.32629,54.375,65.47621
63.333332,65.35558,62.11111,65.365234
60.22222,65.93066,62.75,65.75963
62.25,65.22264,59.11111,65.222374
63.22222,64.98045,62.77778,64.54682
60.666668,64.74386,61.42857,64.424484
65.0,64.00089,68.333336,63.457523
66.44444,63.988533,65.111115,63.47471
66.75,64.22445,66.125,63.543423
67.0,65.15113,67.0,63.950333
67.22222,65.93923,63.333332,64.67021
66.875,66.30415,60.22222,65.10527
65.888885,66.706436,62.25,65.54958
66.25,66.43246,63.22222,65.164665
67.111115,65.497,60.666668,64.14634
67.375,65.34279,65.0,64.27007
66.666664,65.44027,66.44444,64.45261
67.5,64.95597,66.75,64.03239
67.22222,65.420105,67.0,64.48601
68.22222,66.0618,67.22222,65.21831
66.111115,66.69035,66.875,65.93013
67.5,66.88725,65.888885,66.36693
68.888885,67.193924,66.25,66.71695
68.25,67.01157,67.111115,66.73982
69.0,66.76065,67.375,66.7601
66.111115,66.64445,66.666664,66.76252
68.0,66.617165,67.5,66.845764
66.44444,66.707565,67.22222,67.05802
68.22222,66.1301,68.22222,66.95179
68.44444,65.37063,66.111115,66.77224
68.625,65.3141,67.5,66.80497
68.22222,66.32662,68.888885,67.22546
68.0,65.456116,68.25,66.85645
67.888885,66.21542,69.0,67.08603
68.125,67.22589,66.111115,67.57675
68.888885,67.44731,68.0,67.76872
69.125,67.711426,66.44444,68.0198
67.77778,67.63385,68.22222,67.807274
67.625,67.8052,68.44444,67.87178
68.125,67.72734,68.625,67.67749
68.0,67.91478,68.22222,67.80686
66.875,68.02728,68.0,67.98973
66.333336,68.12871,67.888885,68.07384
68.125,68.052925,68.125,68.09213
68.22222,68.02005,68.888885,68.044075
66.666664,68.03002,69.125,68.04678
66.55556,68.04507,67.77778,68.04707
66.875,68.12554,67.625,68.15838
65.44444,68.27996,68.125,68.331825
65.333336,68.207855,68.0,68.22396
66.333336,68.138855,66.875,68.12597
66.77778,68.146576,66.333336,68.13448
66.625,68.08776,68.125,68.08937
65.333336,67.77357,68.22222,67.788826
66.25,67.36627,66.666664,67.408775
65.55556,67.4326,66.55556,67.528885
65.375,67.56188,66.875,67.65427
65.666664,67.336334,65.44444,67.42483
67.375,67.15293,65.333336,67.23294
65.55556,66.87593,66.333336,67.05798
67.44444,66.462616,66.77778,66.605385
65.333336,66.16335,66.625,66.28442
65.0,66.06335,65.333336,66.280975
65.125,66.01017,66.25,66.28264
59.875,66.06599,65.55556,66.290596
67.0,65.834,65.375,66.02528
65.111115,65.869934,65.666664,66.0665
65.5,65.56668,67.375,65.82637
65.125,65.43662,65.55556,65.653366
64.375,65.40203,67.44444,65.630005
64.75,65.63494,65.333336,65.89527
64.888885,65.570946,65.0,65.76055
66.77778,65.93221,65.125,66.06649
67.0,65.71579,59.875,65.88814
65.44444,65.60904,67.0,65.66294
66.0,65.5297,65.111115,65.55528
64.111115,65.06516,65.5,65.044754
64.888885,65.61878,65.125,65.78871
66.25,65.24349,64.375,65.432274
67.666664,65.35206,64.75,65.40662
63.25,65.321304,64.888885,65.38493
67.22222,65.107605,66.77778,65.177826
65.888885,64.97333,67.0,65.027885
66.625,64.90407,65.44444,64.96281
64.125,65.09022,66.0,65.17782
63.333332,65.4917,64.111115,65.568275
66.111115,65.54137,64.888885,65.55674
64.25,65.614555,66.25,65.63576
55.125,65.42438,67.666664,65.38959
62.88889,65.336334,63.25,65.29464
67.111115,65.52618,67.22222,65.515656
64.875,65.74208,65.888885,65.802925
66.0,65.4151,66.625,65.37691
66.0,65.7205,64.125,65.74152
67.44444,65.83849,63.333332,65.867065
66.625,66.04245,66.111115,66.0634
67.333336,65.75482,64.25,65.69452
64.888885,65.451096,55.125,65.39765
65.14286,65.59161,62.88889,65.57446
66.28571,65.28819,67.111115,65.24535
67.0,64.623886,64.875,64.39455
60.444443,64.56107,66.0,64.57678
65.5,65.32964,66.0,65.45221
65.333336,64.84317,67.44444,64.93044
65.14286,65.26821,66.625,65.384346
58.88889,65.26708,67.333336,65.336914
67.55556,65.467514,64.888885,65.54686
64.666664,65.7407,65.14286,65.765076
57.22222,66.238525,66.28571,66.25669
67.625,66.09451,67.0,66.030106
57.0,66.051094,60.444443,65.98184
58.875,65.991234,65.5,65.975426
66.333336,66.22259,65.333336,66.21151
67.125,66.21905,65.14286,66.17737
68.333336,66.22291,58.88889,66.20371
68.375,66.00325,67.55556,65.973465
66.44444,65.8965,64.666664,65.87813
66.55556,65.51039,57.22222,65.38353
68.666664,65.79253,67.625,66.07952
66.666664,65.549164,57.0,65.5994
66.625,64.90608,58.875,64.96543
59.88889,65.28645,66.333336,65.55282
68.111115,64.63959,67.125,64.99865
67.25,62.70579,68.333336,63.20588
66.0,62.868176,68.375,63.994606
68.0,64.7196,66.44444,65.25609
66.666664,65.743805,66.55556,65.98849
67.375,66.53509,68.666664,66.69219
68.333336,66.585434,66.666664,66.64539
67.75,66.50029,66.625,66.55881
67.125,67.26274,59.88889,67.23649
66.666664,67.09326,68.111115,67.03224
66.71429,67.11592,67.25,67.04227
61.88889,66.77074,66.0,66.593155
68.333336,67.38384,68.0,67.393776
68.375,67.50291,66.666664,67.50505
67.44444,67.390945,67.375,67.32935
66.125,67.45324,68.333336,67.45303
67.44444,67.382835,67.75,67.35904
68.55556,67.38955,67.125,67.33932
60.22222,67.58385,66.666664,67.53419
68.5,67.70524,66.71429,67.64487
68.0,67.6178,61.88889,67.54163
66.125,67.47422,68.333336,67.41938
67.333336,67.33861,68.375,67.28714
65.666664,67.053055,67.44444,66.8374
68.44444,67.49181,66.125,67.49965
68.55556,67.69287,67.44444,67.68899
67.888885,67.79863,68.55556,67.78727
68.666664,67.56797,60.22222,67.48411
67.666664,67.58629,68.5,67.556404
68.875,67.75793,68.0,67.72368
68.44444,67.495735,66.125,67.45275
68.55556,67.727486,67.333336,67.73349
68.77778,67.83383,65.666664,67.82201
67.44444,67.63945,68.44444,67.5908
69.77778,67.66633,68.55556,67.6021
69.666664,67.42111,67.888885,67.2433
68.5,67.58789,68.666664,67.58388
68.666664,67.780365,67.666664,67.726974
69.888885,67.91019,68.875,67.84163
68.75,68.02915,68.44444,67.98682
69.125,67.9868,68.55556,67.95075
68.55556,68.04769,68.77778,68.03269
70.0,68.1557,67.44444,68.12692
69.875,68.19633,69.77778,68.18642
68.111115,68.30712,69.666664,68.287506
69.77778,68.237,68.5,68.20247
69.125,68.47274,68.666664,68.464195
68.666664,68.678635,69.888885,68.65937
69.75,68.6943,68.75,68.664764
68.44444,68.67472,69.125,68.6647
68.77778,68.84406,68.55556,68.83558
70.0,68.8707,70.0,68.851776
68.77778,68.90729,69.875,68.90038
61.25,68.796074,68.111115,68.805
69.333336,68.98105,69.77778,68.98053
68.77778,69.10008,69.125,69.08612
69.0,68.95722,68.666664,68.94521
68.44444,69.05578,69.75,69.07064
69.22222,68.999725,68.44444,69.0141
69.333336,68.954636,68.77778,68.968254
69.0,69.06676,70.0,69.08663
67.666664,68.89981,68.77778,68.92949
68.57143,68.83384,61.25,68.87484
69.0,69.006516,69.333336,69.03469
68.375,68.919785,68.77778,68.94413
69.22222,68.84953,69.0,68.93471
66.75,68.9282,68.44444,69.005035
68.666664,68.784996,69.22222,68.83888
68.5,68.85727,69.333336,68.92781
69.22222,68.66249,69.0,68.71852
68.666664,68.6837,67.666664,68.734116
69.0,68.81884,68.57143,68.84208
66.375,68.82057,69.0,68.817856
68.375,68.63327,68.375,68.64482
69.333336,68.594864,69.22222,68.609085
68.125,68.64274,66.75,68.651665
68.333336,68.57517,68.666664,68.57973
66.77778,68.705635,68.5,68.73196
68.25,68.379,69.22222,68.388145
68.0,68.4202,68.666664,68.43703
68.333336,68.455986,69.0,68.47432
67.625,68.59675,66.375,68.61658
68.44444,68.61083,68.375,68.6109
69.111115,68.660835,69.333336,68.65015
69.0,68.39627,68.125,68.34406
67.75,68.36709,68.333336,68.34796
68.666664,68.54231,66.77778,68.53147
69.77778,68.48056,68.25,68.47949
68.77778,68.50302,68.0,68.48785
69.44444,68.252914,68.333336,68.219574
67.875,68.231514,67.625,68.24687
60.11111,68.17293,68.44444,68.21161
69.0,68.154175,69.111115,68.19078
67.625,68.07275,69.0,68.09237
68.888885,68.103836,67.75,68.13612
67.625,68.21036,68.666664,68.22402
67.0,68.37177,69.77778,68.383064
68.55556,68.2974,68.77778,68.28712
68.25,68.299835,69.44444,68.29197
56.5,68.49361,67.875,68.485855
66.44444,68.52455,60.11111,68.52024
68.666664,68.72412,69.0,68.713356
67.55556,68.58931,67.625,68.579865
66.375,68.32807,68.888885,68.44064
67.0,68.43095,67.625,68.54734
69.44444,68.28581,67.0,68.40468
66.666664,68.393906,68.55556,68.50772
67.77778,68.22675,68.25,68.31606
66.5,67.90899,56.5,68.019295
67.666664,67.94334,66.44444,68.064926
68.77778,67.896736,68.666664,68.01154
60.0,67.16876,67.55556,67.49234
68.85714,66.9447,66.375,67.214554
65.875,67.38588,67.0,67.59945
63.875,67.43029,69.44444,67.58896
67.111115,67.180145,66.666664,67.4554
62.77778,67.06664,67.77778,67.316574
66.0,67.327644,66.5,67.54685
67.22222,67.0591,67.666664,67.30714
67.75,67.01944,68.77778,67.295815
67.22222,66.73378,60.0,67.104164
67.875,66.585976,68.85714,67.21305
62.333332,66.66166,65.875,67.063385
66.44444,66.49103,63.875,67.02844
64.375,66.73385,67.111115,67.11662
66.0,66.37157,62.77778,66.78761
64.22222,65.43085,66.0,66.094925
66.57143,65.630974,67.22222,66.25028
65.375,65.10522,67.75,66.09764
67.0,64.61788,67.22222,65.56294
61.5,64.82924,67.875,65.63302
64.5,65.19325,62.333332,65.798645
59.11111,65.59667,66.44444,66.081375
57.22222,65.94158,64.375,66.25016
60.0,65.128296,66.0,65.546234
0.0,65.34978,64.22222,65.72955
0.0,64.92768,66.57143,65.46476
0.0,64.78467,65.375,65.4324
0.0,64.63389,67.0,65.46828
0.0,64.547066,61.5,65.352234
0.0,64.69971,64.5,65.5685
0.0,64.833664,59.11111,65.60943
0.0,64.21329,57.22222,65.0896
0.0,63.724014,60.0,64.52803
0.0,63.24881,0.0,64.15015
0.0,62.048016,0.0,62.9655
0.0,61.539524,0.0,62.563602
0.0,62.872288,0.0,63.537296
0.0,62.638832,0.0,63.08521
0.0,62.957676,0.0,63.366848
0.0,62.51367,0.0,63.036057
61.6,62.86377,0.0,63.287926
64.75,62.90154,0.0,63.413662
57.9,61.70382,0.0,62.208076
67.22222,59.98401,0.0,60.2345
59.875,58.027557,0.0,57.9365
66.0,60.10014,0.0,60.23783
51.375,63.717457,0.0,64.279495
59.125,63.410446,0.0,63.93769
56.25,63.441097,0.0,63.969566
62.11111,63.47156,61.6,64.00104
64.875,63.501625,64.75,64.03188
59.666668,63.531048,57.9,64.06186
64.375,60.958515,67.22222,61.909122
61.11111,63.091236,59.875,63.395912
63.625,62.950985,66.0,62.393738
63.0,64.233795,51.375,63.757328
64.25,64.512985,59.125,63.578434
66.375,64.39198,56.25,63.487595
67.77778,62.69967,62.11111,62.030575
61.25,62.414246,64.875,61.60784
62.333332,61.91728,59.666668,60.942894
58.333332,62.216625,64.375,61.095406
65.125,63.5906,61.11111,61.811584
68.111115,63.4448,63.625,61.97819
68.125,64.31028,63.0,62.71163
66.5,64.1153,64.25,62.62307
67.57143,64.640686,66.375,63.189587
69.22222,64.892426,67.77778,63.408295
69.75,65.31944,61.25,63.873135
67.85714,65.78593,62.333332,64.26689
67.55556,66.448875,58.333332,65.140465
66.22222,65.894714,65.125,64.80871
66.875,65.27768,68.111115,64.61058
